particle_id,gap,time_s,phase_rad,energy_ev
826,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1013645.6749314143
1978,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1013737.3689921832
2452,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1000681.9811530631
2865,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1003687.8890091713
3581,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1016346.2604154034
4204,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1008788.8067106162
5394,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1003897.9414970878
5517,rf_gap_16,5.7116000000025285e-08,4.229840348825057,999579.1206734012
5759,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1011780.495621232
5881,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1011899.8161025655
6340,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1009992.1950645291
6694,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1002544.6805396597
7097,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1005148.5248134374
7641,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1011079.4451472851
7767,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1011247.9393234258
8572,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1008769.0294323551
8735,rf_gap_16,5.7116000000025285e-08,4.229840348825057,1008471.8769647005
1039,rf_gap_16,5.711800000002529e-08,4.232353622947933,1007957.7194986327
2215,rf_gap_16,5.711800000002529e-08,4.232353622947933,1009983.4053841732
2433,rf_gap_16,5.711800000002529e-08,4.232353622947933,1008350.581532752
3082,rf_gap_16,5.711800000002529e-08,4.232353622947933,1005945.086828754
3459,rf_gap_16,5.711800000002529e-08,4.232353622947933,1007371.8887508097
5757,rf_gap_16,5.711800000002529e-08,4.232353622947933,1014363.1039681225
5786,rf_gap_16,5.711800000002529e-08,4.232353622947933,1005375.623207589
5957,rf_gap_16,5.711800000002529e-08,4.232353622947933,1000966.3269769229
6533,rf_gap_16,5.711800000002529e-08,4.232353622947933,1004711.5984264641
8060,rf_gap_16,5.711800000002529e-08,4.232353622947933,1010640.7107819751
8263,rf_gap_16,5.711800000002529e-08,4.232353622947933,1007930.7681175567
9251,rf_gap_16,5.711800000002529e-08,4.232353622947933,1002040.6295956824
9632,rf_gap_16,5.711800000002529e-08,4.232353622947933,1014988.576860787
69,rf_gap_16,5.712000000002529e-08,4.234866897070809,1000842.9056030845
313,rf_gap_16,5.712000000002529e-08,4.234866897070809,1006998.3461910113
2077,rf_gap_16,5.712000000002529e-08,4.234866897070809,1010089.2239100774
2185,rf_gap_16,5.712000000002529e-08,4.234866897070809,990755.3913902999
2583,rf_gap_16,5.712000000002529e-08,4.234866897070809,1010938.3004924594
3342,rf_gap_16,5.712000000002529e-08,4.234866897070809,1005868.2342486011
3918,rf_gap_16,5.712000000002529e-08,4.234866897070809,1007548.8609866116
3926,rf_gap_16,5.712000000002529e-08,4.234866897070809,1018737.3548625424
4200,rf_gap_16,5.712000000002529e-08,4.234866897070809,1008798.459945748
4805,rf_gap_16,5.712000000002529e-08,4.234866897070809,1007061.1464227325
4910,rf_gap_16,5.712000000002529e-08,4.234866897070809,1008170.5979289345
5178,rf_gap_16,5.712000000002529e-08,4.234866897070809,1012898.9233517804
5704,rf_gap_16,5.712000000002529e-08,4.234866897070809,1010489.4866448645
7555,rf_gap_16,5.712000000002529e-08,4.234866897070809,1003939.6295560956
8296,rf_gap_16,5.712000000002529e-08,4.234866897070809,1002561.7315876829
8747,rf_gap_16,5.712000000002529e-08,4.234866897070809,1004272.363548497
9451,rf_gap_16,5.712000000002529e-08,4.234866897070809,998803.6754036143
9876,rf_gap_16,5.712000000002529e-08,4.234866897070809,1005588.497335289
1149,rf_gap_16,5.712200000002529e-08,4.237380171193685,1007966.6207753754
1713,rf_gap_16,5.712200000002529e-08,4.237380171193685,1010383.6145812371
1997,rf_gap_16,5.712200000002529e-08,4.237380171193685,1004097.7179353676
2117,rf_gap_16,5.712200000002529e-08,4.237380171193685,1012683.7586335089
5628,rf_gap_16,5.712200000002529e-08,4.237380171193685,1001668.4838724245
7518,rf_gap_16,5.712200000002529e-08,4.237380171193685,1004776.1862747909
7825,rf_gap_16,5.712200000002529e-08,4.237380171193685,1009957.8513092322
